"","state_fips","age","gender","college_degree","white_non_hisp","hispanic","votereg","pol_identity","news_engaged","citizen","urban_resident","rural_resident","investor","evangelical","married","union_member","home_owner","income_bucket","military_service","parent","heterosexual","noaa_cost_pc","cdc_svi_socioecon","cdc_svi_demo","cdc_svi_race","cdc_svi_housing","climate_change_worry"
"1975","36",29,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"1976","29",61,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"1"
"1977","48",36,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"1978","40",27,"Female","No Degree","White","Non-Hispanic","Registered","Other","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.0107056595821421,0.641307792207792,0.750115584415584,0.677501298701299,0.509587012987013,"0"
"1979","53",75,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"1"
"1980","06",49,"Female","Degree","Non-White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"1981","54",40,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.00433936000630744,0.520347272727273,0.34756,0.147767272727273,0.513441818181818,"1"
"1982","47",51,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00564630322019238,0.651971578947368,0.549409473684211,0.362956842105263,0.431967368421053,"1"
"1983","01",30,"Female","Degree","Non-White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.0100514339167713,0.691658208955224,0.636502985074627,0.680671641791045,0.524840298507463,"0"
"1984","51",63,"Male","Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00280988744627281,0.482115789473684,0.382191729323308,0.594906015037594,0.432765413533835,"1"
"1985","36",63,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","Other","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"1986","12",64,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"0"
"1987","06",61,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Non-Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"1988","08",59,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Military","Non-Parent","Non-Heterosexual",0.00803753021049851,0.471384375,0.413021875,0.605675,0.4271171875,"1"
"1989","28",56,"Female","Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.0282948935684017,0.832418292682927,0.662086585365854,0.794542682926829,0.648437804878049,"1"
"1990","41",29,"Female","No Degree","White","Non-Hispanic"," Unregistered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Non-Heterosexual",0.00294791495580053,0.549383333333333,0.579794444444444,0.524566666666667,0.678488888888889,"0"
"1991","37",31,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"1992","32",47,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.000921536670242721,0.552535294117647,0.556129411764706,0.6589,0.558647058823529,"1"
"1993","42",49,"Male","No Degree","White","Non-Hispanic"," Unregistered","Other","Disengaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"1994","13",75,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","Other","Non-Military","Non-Parent","Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"1"
"1995","55",59,"Male","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00358661714291748,0.240263888888889,0.263075,0.296373611111111,0.363701388888889,"0"
"1996","40",51,"Female","No Degree","Non-White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0107056595821421,0.641307792207792,0.750115584415584,0.677501298701299,0.509587012987013,"1"
"1997","42",55,"Male","Degree","Non-White","Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Military","Non-Parent","Non-Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"0"
"1998","06",74,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"1999","41",63,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Non-Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00294791495580053,0.549383333333333,0.579794444444444,0.524566666666667,0.678488888888889,"1"
"2000","54",83,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Evangelical","Married","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00433936000630744,0.520347272727273,0.34756,0.147767272727273,0.513441818181818,"0"
"2001","49",33,"Male","Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.00108248204322006,0.337196551724138,0.471320689655172,0.42101724137931,0.308220689655172,"1"
"2002","42",40,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Parent","Non-Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"2003","22",49,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.0652816811439234,0.722946875,0.6693765625,0.755590625,0.70275,"1"
"2004","30",82,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0166556274803382,0.345923214285714,0.268116071428571,0.337928571428571,0.410601785714286,"1"
"2005","51",46,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00280988744627281,0.482115789473684,0.382191729323308,0.594906015037594,0.432765413533835,"1"
"2006","53",36,"Male","No Degree","Non-White","Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"1"
"2007","18",64,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00443852627774634,0.353533695652174,0.432161956521739,0.264440217391304,0.38784347826087,"0"
"2008","48",61,"Female","No Degree","Non-White","Unknown","Registered","Republican","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"2009","34",33,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"1"
"2010","39",54,"Male","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"1"
"2011","29",59,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"1"
"2012","06",55,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"2013","06",42,"Female","Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"2014","24",29,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.00265997890557847,0.3442625,0.4133125,0.6573875,0.454004166666667,"0"
"2015","34",53,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Non-Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"1"
"2016","04",58,"Male","Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","Less than $30,000","Military","Non-Parent","Heterosexual",0.00141450951470102,0.75204,0.788126666666667,0.840153333333333,0.797093333333333,"0"
"2017","55",38,"Female","Degree","Non-White","Unknown","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00358661714291748,0.240263888888889,0.263075,0.296373611111111,0.363701388888889,"1"
"2018","48",43,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"2019","42",22,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"2020","47",37,"Female","No Degree","Non-White","Non-Hispanic","Registered","Independent","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Parent","Non-Heterosexual",0.00564630322019238,0.651971578947368,0.549409473684211,0.362956842105263,0.431967368421053,"0"
"2021","37",32,"Male","No Degree","White","Non-Hispanic"," Unregistered","Independent","Disengaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"2022","18",55,"Female","Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00443852627774634,0.353533695652174,0.432161956521739,0.264440217391304,0.38784347826087,"1"
"2023","37",61,"Female","No Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"2024","06",42,"Female","Degree","Non-White","Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"2025","37",76,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"0"
"2026","46",62,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.0244442806353023,0.311569696969697,0.291342424242424,0.409160606060606,0.455963636363636,"1"
"2027","42",58,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Military","Non-Parent","Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"2028","06",60,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","Other","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"2029","26",42,"Female","No Degree","White","Non-Hispanic"," Unregistered","Other","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00133703194589979,0.423030120481928,0.339973493975904,0.332143373493976,0.455825301204819,"1"
"2030","45",32,"Non-binary","No Degree","Non-White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Other","Non-Military","Non-Parent","Non-Heterosexual",0.00736409023759658,0.755986956521739,0.65945652173913,0.791908695652174,0.715617391304348,"1"
"2031","18",40,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00443852627774634,0.353533695652174,0.432161956521739,0.264440217391304,0.38784347826087,"1"
"2032","37",63,"Female","No Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"2033","49",63,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Non-Heterosexual",0.00108248204322006,0.337196551724138,0.471320689655172,0.42101724137931,0.308220689655172,"1"
"2034","12",46,"Male","No Degree","White","Non-Hispanic"," Unregistered","Other","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Married","Non-Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"2035","06",46,"Male","Degree","Non-White","Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"2036","13",56,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"0"
"2037","19",38,"Female","Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.0191466740482339,0.168554545454545,0.392081818181818,0.250541414141414,0.322393939393939,"0"
"2038","21",68,"Male","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00601834699890368,0.573104166666667,0.529145,0.230761666666667,0.561058333333333,"0"
"2039","12",61,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"2040","36",69,"Male","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"2041","04",80,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Military","Non-Parent","Heterosexual",0.00141450951470102,0.75204,0.788126666666667,0.840153333333333,0.797093333333333,"1"
"2042","29",57,"Female","Degree","Non-White","Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"1"
"2043","09",53,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Non-Heterosexual",0.0028936324830182,0.3413875,0.3285,0.6081625,0.5165375,"1"
"2044","55",42,"Female","Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.00358661714291748,0.240263888888889,0.263075,0.296373611111111,0.363701388888889,"1"
"2045","05",70,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00777810930280287,0.636222666666667,0.710584,0.552954666666667,0.580853333333333,"0"
"2046","37",60,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Military","Non-Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"2047","53",62,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"1"
"2048","29",49,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Non-Union","Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"0"
"2049","12",51,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"2050","45",67,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00736409023759658,0.755986956521739,0.65945652173913,0.791908695652174,0.715617391304348,"1"
"2051","26",52,"Female","No Degree","White","Non-Hispanic","Registered","Other","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00133703194589979,0.423030120481928,0.339973493975904,0.332143373493976,0.455825301204819,"0"
"2052","06",75,"Female","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"2053","05",64,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00777810930280287,0.636222666666667,0.710584,0.552954666666667,0.580853333333333,"1"
"2054","47",54,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00564630322019238,0.651971578947368,0.549409473684211,0.362956842105263,0.431967368421053,"1"
"2055","51",52,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00280988744627281,0.482115789473684,0.382191729323308,0.594906015037594,0.432765413533835,"0"
"2056","48",33,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"2057","09",33,"Male","Degree","Non-White","Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.0028936324830182,0.3413875,0.3285,0.6081625,0.5165375,"0"
"2058","36",63,"Female","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","Other","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"2059","04",34,"Male","No Degree","Non-White","Unknown","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00141450951470102,0.75204,0.788126666666667,0.840153333333333,0.797093333333333,"0"
"2060","12",42,"Female","No Degree","White","Non-Hispanic"," Unregistered","Other","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"2061","39",73,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Non-Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"0"
